3.5986,3.5039,0.37823
3.4781,2.4573,0.36556
2.2281,2.1284,0.23418
3.0334,3.5347,0.31882
2.6371,3.3424,0.27717
3.076,3.4304,0.3233
2.7824,3.2841,0.29245
2.8147,2.8381,0.29584
2.3485,2.7815,0.24684
2.497,3.6323,0.26245
2.0299,2.6349,0.21335
3.8263,3.6291,0.40216
3.2893,3.5781,0.34572
3.8441,3.7045,0.40403
2.3143,3.0113,0.24324
3.8211,3.2713,0.40162
3.5697,3.9018,0.37519
3.1375,2.8879,0.32977
2.8643,2.12,0.30105
2.5014,3.7335,0.26291
3.5393,3.5039,0.75231
3.4208,2.4573,0.72712
2.1914,2.1284,0.4658
2.9834,3.5347,0.63415
2.5937,3.3424,0.55131
3.0253,3.4304,0.64305
2.7366,3.2841,0.58169
2.7683,2.8381,0.58843
2.3099,2.7815,0.49098
2.4559,3.6323,0.52202
1.9965,2.6349,0.42436
3.7633,3.6291,0.79991
3.2351,3.5781,0.68765
3.7808,3.7045,0.80363
2.2762,3.0113,0.48382
3.7582,3.2713,0.79884
3.5109,3.9018,0.74626
3.0858,2.8879,0.65592
2.8171,2.12,0.5988
2.4603,3.7335,0.52295
3.4413,3.5039,1.1181
3.3261,2.4573,1.0807
2.1307,2.1284,0.69231
2.9008,3.5347,0.94253
2.5219,3.3424,0.81941
2.9415,3.4304,0.95576
2.6608,3.2841,0.86456
2.6917,2.8381,0.87458
2.2459,2.7815,0.72974
2.3879,3.6323,0.77587
1.9412,2.6349,0.63073
3.659,3.6291,1.1889
3.1455,3.5781,1.022
3.676,3.7045,1.1944
2.2131,3.0113,0.71909
3.6541,3.2713,1.1873
3.4136,3.9018,1.1092
3.0004,2.8879,0.97488
2.7391,2.12,0.88999
2.3921,3.7335,0.77725
3.3056,3.5039,1.4717
3.1949,2.4573,1.4225
2.0467,2.1284,0.91124
2.7864,3.5347,1.2406
2.4224,3.3424,1.0785
2.8255,3.4304,1.258
2.5559,3.2841,1.138
2.5855,2.8381,1.1511
2.1573,2.7815,0.9605
2.2937,3.6323,1.0212
1.8646,2.6349,0.83018
3.5147,3.6291,1.5649
3.0215,3.5781,1.3452
3.5311,3.7045,1.5721
2.1258,3.0113,0.94649
3.51,3.2713,1.5628
3.279,3.9018,1.4599
2.882,2.8879,1.2832
2.6311,2.12,1.1714
2.2978,3.7335,1.023
3.1336,3.5039,1.8092
3.0287,2.4573,1.7486
1.9402,2.1284,1.1202
2.6415,3.5347,1.525
2.2964,3.3424,1.3258
2.6785,3.4304,1.5464
2.4229,3.2841,1.3989
2.451,2.8381,1.4151
2.0451,2.7815,1.1807
2.1744,3.6323,1.2554
1.7676,2.6349,1.0205
3.3319,3.6291,1.9237
2.8643,3.5781,1.6537
3.3474,3.7045,1.9326
2.0153,3.0113,1.1635
3.3274,3.2713,1.9211
3.1084,3.9018,1.7947
2.7321,2.8879,1.5774
2.4942,2.12,1.44
2.1783,3.7335,1.2576
7.2226,6.4475,-0.75913
6.6734,6.7471,-0.7014
7.9502,6.175,-0.8356
6.413,7.2802,-0.67404
7.2649,6.3612,-0.76357
7.1705,6.0901,-0.75365
6.7374,7.4463,-0.70813
6.2499,6.6949,-0.6569
6.0171,7.3212,-0.63243
6.8047,6.7677,-0.71521
6.3333,7.2547,-0.66566
7.4107,6.0433,-0.7789
6.7038,7.8211,-0.7046
7.641,7.6011,-0.8031
7.4275,7.4917,-0.78067
7.1029,7.6262,-0.74655
6.3189,6.7666,-0.66414
7.8714,7.2346,-0.82732
6.4949,7.151,-0.68264
7.8062,7.0601,-0.82046
7.1037,6.4475,-1.5099
6.5635,6.7471,-1.3951
7.8193,6.175,-1.662
6.3074,7.2802,-1.3407
7.1453,6.3612,-1.5188
7.0524,6.0901,-1.499
6.6265,7.4463,-1.4085
6.147,6.6949,-1.3066
5.9181,7.3212,-1.2579
6.6927,6.7677,-1.4226
6.229,7.2547,-1.324
7.2887,6.0433,-1.5493
6.5934,7.8211,-1.4015
7.5152,7.6011,-1.5974
7.3053,7.4917,-1.5528
6.986,7.6262,-1.4849
6.2149,6.7666,-1.321
7.7418,7.2346,-1.6456
6.3879,7.151,-1.3578
7.6776,7.0601,-1.6319
6.9069,6.4475,-2.2442
6.3817,6.7471,-2.0735
7.6028,6.175,-2.4703
6.1327,7.2802,-1.9926
6.9474,6.3612,-2.2573
6.8571,6.0901,-2.228
6.4429,7.4463,-2.0934
5.9768,6.6949,-1.942
5.7541,7.3212,-1.8696
6.5073,6.7677,-2.1144
6.0565,7.2547,-1.9679
7.0868,6.0433,-2.3027
6.4108,7.8211,-2.083
