7.2106,7.7448,0.75786
7.6641,6.619,0.80553
6.9577,6.6528,0.73129
7.106,7.3464,0.74687
6.9667,6.5777,0.73223
7.5513,6.1634,0.79367
7.7711,6.5762,0.81677
6.6089,7.3942,0.69463
7.408,7.0053,0.77861
7.2695,7.1601,0.76405
6.7096,7.2525,0.70521
7.5653,7.0702,0.79515
7.3496,7.9226,0.77248
6.9455,7.6213,0.73
7.1047,7.9268,0.74674
7.8546,7.3867,0.82555
7.2405,7.6034,0.761
7.23,7.5028,0.7599
6.7242,7.8822,0.70675
7.5224,6.6809,0.79063
7.0918,7.7448,1.5074
7.5379,6.619,1.6022
6.8432,6.6528,1.4546
6.989,7.3464,1.4856
6.852,6.5777,1.4564
7.427,6.1634,1.5786
7.6431,6.5762,1.6246
6.5001,7.3942,1.3816
7.286,7.0053,1.5487
7.1498,7.1601,1.5197
6.5991,7.2525,1.4027
7.4408,7.0702,1.5816
7.2286,7.9226,1.5365
6.8311,7.6213,1.452
6.9877,7.9268,1.4853
7.7253,7.3867,1.6421
7.1212,7.6034,1.5137
7.1109,7.5028,1.5115
6.6135,7.8822,1.4057
7.3985,6.6809,1.5726
6.8954,7.7448,2.2405
7.3292,6.619,2.3814
6.6537,6.6528,2.1619
6.7955,7.3464,2.208
6.6623,6.5777,2.1647
7.2213,6.1634,2.3463
7.4314,6.5762,2.4146
6.3201,7.3942,2.0535
7.0842,7.0053,2.3018
6.9518,7.1601,2.2588
6.4164,7.2525,2.0848
7.2347,7.0702,2.3507
7.0284,7.9226,2.2837
6.6419,7.6213,2.1581
6.7942,7.9268,2.2076
7.5113,7.3867,2.4406
6.924,7.6034,2.2497
6.914,7.5028,2.2465
6.4304,7.8822,2.0894
7.1936,6.6809,2.3373
6.6235,7.7448,2.949
7.0401,6.619,3.1345
6.3912,6.6528,2.8456
6.5274,7.3464,2.9062
6.3995,6.5777,2.8492
6.9364,6.1634,3.0883
7.1383,6.5762,3.1782
6.0708,7.3942,2.7029
6.8048,7.0053,3.0297
6.6776,7.1601,2.973
6.1633,7.2525,2.7441
6.9493,7.0702,3.094
6.7512,7.9226,3.0058
6.38,7.6213,2.8405
6.5262,7.9268,2.9057
7.2151,7.3867,3.2124
6.6509,7.6034,2.9612
6.6413,7.5028,2.9569
6.1767,7.8822,2.7501
6.9099,6.6809,3.0765
6.2789,7.7448,3.6251
6.6739,6.619,3.8532
6.0588,6.6528,3.498
6.1879,7.3464,3.5726
6.0666,6.5777,3.5026
6.5756,6.1634,3.7964
6.767,6.5762,3.9069
5.755,7.3942,3.3227
6.4508,7.0053,3.7244
6.3302,7.1601,3.6548
5.8427,7.2525,3.3733
6.5878,7.0702,3.8035
6.4,7.9226,3.6951
6.0481,7.6213,3.4919
6.1868,7.9268,3.5719
6.8398,7.3867,3.9489
6.305,7.6034,3.6402
6.2958,7.5028,3.6349
5.8554,7.8822,3.3806
6.5505,6.6809,3.7819
