6.8775,7.5025,0
6.7631,6.5102,0
7.531,7.0119,0
7.5904,7.3982,0
6.3737,7.7818,0
6.9795,7.9186,0
6.8912,7.0944,0
7.2926,6.2772,0
7.4187,6.2986,0
7.5094,6.515,0
6.5521,7.6814,0
7.3594,6.5086,0
7.3102,7.6286,0
6.3252,6.487,0
6.238,7.8585,0
6.9967,6.7,0
7.9195,6.3932,0
6.6808,6.5022,0
7.1705,7.2321,0
6.4476,6.9466,0
6.8775,6.9025,0
6.7631,5.9102,0
7.531,6.4119,0
7.5904,6.7982,0
6.3737,7.1818,0
6.9795,7.3186,0
6.8912,6.4944,0
7.2926,5.6772,0
7.4187,5.6986,0
7.5094,5.915,0
6.5521,7.0814,0
7.3594,5.9086,0
7.3102,7.0286,0
6.3252,5.887,0
6.238,7.2585,0
6.9967,6.1,0
7.9195,5.7932,0
6.6808,5.9022,0
7.1705,6.6321,0
6.4476,6.3466,0
6.8775,6.3025,0
6.7631,5.3102,0
7.531,5.8119,0
7.5904,6.1982,0
6.3737,6.5818,0
6.9795,6.7186,0
6.8912,5.8944,0
7.2926,5.0772,0
7.4187,5.0986,0
7.5094,5.315,0
6.5521,6.4814,0
7.3594,5.3086,0
7.3102,6.4286,0
6.3252,5.287,0
6.238,6.6585,0
6.9967,5.5,0
7.9195,5.1932,0
6.6808,5.3022,0
7.1705,6.0321,0
6.4476,5.7466,0
6.8775,5.7025,0
6.7631,4.7102,0
7.531,5.2119,0
7.5904,5.5982,0
6.3737,5.9818,0
6.9795,6.1186,0
6.8912,5.2944,0
7.2926,4.4772,0
7.4187,4.4986,0
7.5094,4.715,0
6.5521,5.8814,0
7.3594,4.7086,0
7.3102,5.8286,0
6.3252,4.687,0
6.238,6.0585,0
6.9967,4.9,0
7.9195,4.5932,0
6.6808,4.7022,0
7.1705,5.4321,0
6.4476,5.1466,0
6.8775,5.1025,0
6.7631,4.1102,0
7.531,4.6119,0
7.5904,4.9982,0
6.3737,5.3818,0
6.9795,5.5186,0
6.8912,4.6944,0
7.2926,3.8772,0
7.4187,3.8986,0
7.5094,4.115,0
6.5521,5.2814,0
7.3594,4.1086,0
7.3102,5.2286,0
6.3252,4.087,0
6.238,5.4585,0
6.9967,4.3,0
7.9195,3.9932,0
6.6808,4.1022,0
7.1705,4.8321,0
6.4476,4.5466,0
6.8775,4.5025,0
6.7631,3.5102,0
7.531,4.0119,0
7.5904,4.3982,0
6.3737,4.7818,0
6.9795,4.9186,0
6.8912,4.0944,0
7.2926,3.2772,0
7.4187,3.2986,0
7.5094,3.515,0
6.5521,4.6814,0
7.3594,3.5086,0
7.3102,4.6286,0
6.3252,3.487,0
6.238,4.8585,0
6.9967,3.7,0
7.9195,3.3932,0
6.6808,3.5022,0
7.1705,4.2321,0
6.4476,3.9466,0
